ID,Revenu (€),Montant du Prêt (€),Durée de l'Emploi (années),Historique de Crédit,Prêt Approuvé
5479,3485,11291,7,Bon,Non
5480,3656,2497,5,Mauvais,Non
5481,3649,12716,2,Bon,Non
5482,4570,13551,4,Bon,Non
5483,1790,7769,9,Bon,Non
5484,3368,17678,1,Mauvais,Non
5485,2418,7271,7,Bon,Non
5486,2130,5988,9,Mauvais,Non
5487,4703,2825,7,Mauvais,Non
5488,3697,14782,1,Bon,Non
5489,3608,9201,10,Bon,Non
5490,4477,3813,5,Mauvais,Non
5491,3866,12649,3,Bon,Non
5492,3812,2608,2,Bon,Oui
5493,4344,5353,10,Mauvais,Non
5494,3214,6035,3,Mauvais,Non
5495,3065,2326,9,Mauvais,Non
5496,4690,11117,1,Bon,Non
5497,2810,11629,9,Bon,Non
5498,3925,12639,9,Mauvais,Non
5499,2535,17125,6,Bon,Non
5500,3986,13153,5,Mauvais,Non
5501,3673,2154,4,Mauvais,Non
5502,3609,2361,9,Mauvais,Non
5503,2651,15797,5,Bon,Non
5504,4870,14054,8,Bon,Non
5505,2411,16647,5,Mauvais,Non
5506,3972,17399,9,Mauvais,Non
5507,3560,18113,9,Bon,Non
5508,2967,6301,8,Bon,Non
5509,2401,13436,3,Mauvais,Non
5510,4089,11957,9,Mauvais,Non
5511,2552,16614,10,Mauvais,Non
5512,3537,12719,1,Bon,Non
5513,2039,18048,2,Mauvais,Non
5514,1534,18806,3,Bon,Non
5515,2730,11544,4,Bon,Non
5516,3709,12524,3,Bon,Non
5517,3840,17009,5,Bon,Non
5518,4451,13337,7,Bon,Non
5519,2722,6342,7,Mauvais,Non
5520,3640,7986,1,Mauvais,Non
5521,2212,7590,1,Bon,Non
5522,2080,5724,10,Mauvais,Non
5523,1772,9403,6,Bon,Non
5524,2616,18480,5,Mauvais,Non
5525,4089,15773,2,Mauvais,Non
5526,2747,7216,10,Bon,Non
5527,3507,4359,8,Bon,Oui
5528,3258,11626,5,Bon,Non
5529,2359,11855,2,Mauvais,Non
5530,4199,3250,8,Bon,Oui
5531,4000,6428,3,Mauvais,Non
5532,4100,4022,2,Mauvais,Non
5533,3563,8986,2,Mauvais,Non
5534,3664,12647,2,Bon,Non
5535,4919,6804,8,Mauvais,Non
5536,2766,5383,9,Bon,Oui
5537,1843,2832,6,Bon,Oui
5538,2256,14024,9,Bon,Non
5539,2388,13879,9,Bon,Non
5540,4665,19867,7,Mauvais,Non
5541,1961,9750,8,Bon,Non
5542,2701,18237,7,Mauvais,Non
5543,3987,14678,9,Bon,Non
5544,3732,6879,4,Mauvais,Non
5545,4651,8691,4,Mauvais,Non
5546,3621,17843,2,Mauvais,Non
5547,3392,3730,9,Mauvais,Non
5548,2175,12230,7,Mauvais,Non
5549,3692,17446,6,Mauvais,Non
5550,4263,10518,2,Mauvais,Non
5551,2306,5141,5,Bon,Non
5552,4623,15591,2,Bon,Non
5553,1526,13336,1,Mauvais,Non
5554,2478,7010,5,Bon,Non
5555,4233,5728,1,Mauvais,Non
5556,4553,15163,7,Bon,Non
5557,2921,3920,3,Mauvais,Non
5558,2781,15503,10,Bon,Non
5559,4563,9264,4,Bon,Non
5560,2183,16168,10,Mauvais,Non
5561,4388,5844,10,Bon,Oui
5562,4704,3668,8,Bon,Oui
5563,4211,6962,7,Mauvais,Non
5564,2524,6040,4,Mauvais,Non
5565,2768,19954,8,Bon,Non
5566,1606,4169,6,Mauvais,Non
5567,2249,11222,2,Mauvais,Non
5568,4042,5573,2,Bon,Oui
5569,2363,9480,10,Bon,Non
5570,1589,3647,1,Mauvais,Non
5571,2158,10953,9,Bon,Non
5572,2052,7214,10,Bon,Non
5573,4853,14299,7,Mauvais,Non
5574,3110,17400,6,Mauvais,Non
5575,4101,11535,4,Mauvais,Non
5576,1669,12652,9,Mauvais,Non
5577,4506,15576,10,Bon,Non
5578,3744,3977,4,Mauvais,Non
5579,4532,11312,9,Mauvais,Non
5580,3489,12497,4,Bon,Non
5581,2546,5673,7,Bon,Non
5582,1879,6647,6,Mauvais,Non
5583,4105,7072,7,Bon,Oui
5584,4790,17024,4,Bon,Non
5585,3812,16622,9,Mauvais,Non
5586,4045,4685,5,Bon,Oui
5587,2509,15468,7,Mauvais,Non
5588,3960,4192,1,Bon,Oui
5589,4828,18398,2,Mauvais,Non
5590,1544,12382,10,Mauvais,Non
5591,3351,5272,1,Mauvais,Non
5592,2187,15312,8,Mauvais,Non
5593,4278,14340,5,Mauvais,Non
5594,4583,10203,10,Bon,Non
5595,4827,4392,9,Mauvais,Non
5596,3282,18343,10,Mauvais,Non
5597,2675,18390,5,Mauvais,Non
5598,2384,13824,5,Mauvais,Non
5599,4197,4035,5,Mauvais,Non
5600,2524,10840,8,Bon,Non
5601,2766,9080,7,Bon,Non
5602,3481,13322,2,Bon,Non
5603,2739,17376,4,Bon,Non
5604,4122,11342,10,Bon,Non
5605,3078,17327,9,Mauvais,Non
5606,2237,8338,7,Bon,Non
5607,3633,19204,6,Bon,Non
5608,1564,9251,7,Bon,Non
5609,1935,12137,8,Mauvais,Non
5610,3905,3699,7,Mauvais,Non
5611,3135,10548,3,Bon,Non
5612,1830,11589,4,Bon,Non
5613,3424,19148,9,Bon,Non
5614,1689,9783,2,Mauvais,Non
5615,1715,12277,6,Mauvais,Non
5616,2996,2674,3,Mauvais,Non
5617,2593,4919,8,Bon,Oui
5618,2756,12851,8,Bon,Non
5619,4812,14702,6,Mauvais,Non
5620,4698,5757,5,Bon,Oui
5621,3283,15497,2,Bon,Non
5622,4000,5799,7,Bon,Oui
5623,1984,7495,8,Mauvais,Non
5624,4519,2191,4,Bon,Oui
5625,3409,13779,3,Bon,Non
5626,1809,11193,1,Bon,Non
5627,4891,4950,7,Bon,Oui
5628,1638,17957,2,Mauvais,Non
5629,2245,18623,6,Bon,Non
5630,4989,17641,9,Bon,Non
5631,4905,15181,1,Mauvais,Non
5632,3338,16934,6,Bon,Non
5633,3626,15132,7,Mauvais,Non
5634,4260,19836,7,Bon,Non
5635,3187,13056,1,Bon,Non
5636,4344,17480,1,Mauvais,Non
5637,2805,5840,7,Bon,Non
5638,3924,18504,1,Mauvais,Non
5639,3821,16879,7,Bon,Non
5640,3731,3597,10,Mauvais,Non
5641,1506,9039,1,Bon,Non
5642,1574,19239,8,Bon,Non
5643,3169,5959,5,Bon,Oui
5644,4339,15030,9,Mauvais,Non
5645,3293,5452,8,Mauvais,Non
5646,4915,7264,7,Bon,Oui
5647,2825,10581,2,Mauvais,Non
5648,2016,3326,4,Mauvais,Non
5649,2013,6146,10,Mauvais,Non
5650,4971,10164,1,Mauvais,Non
5651,3913,6999,9,Mauvais,Non
5652,4040,9201,3,Bon,Non
5653,3148,5994,4,Bon,Oui
5654,1617,13820,10,Mauvais,Non
5655,4349,10448,2,Mauvais,Non
5656,4657,2378,7,Bon,Oui
5657,1866,11860,2,Mauvais,Non
5658,4652,18351,2,Mauvais,Non
5659,2658,13213,3,Mauvais,Non
5660,4373,12512,10,Bon,Non
5661,3376,11300,3,Mauvais,Non
5662,3509,2210,9,Bon,Oui
5663,3195,2133,1,Bon,Oui
5664,3751,8704,4,Mauvais,Non
5665,4676,16259,5,Bon,Non
5666,2198,2986,2,Bon,Oui
5667,3888,15603,10,Bon,Non
5668,2984,3949,2,Mauvais,Non
5669,3947,7871,10,Mauvais,Non
5670,1876,11466,1,Mauvais,Non
5671,4183,3723,1,Bon,Oui
5672,2628,15260,2,Bon,Non
5673,2645,14429,7,Bon,Non
5674,4677,12915,8,Bon,Non
5675,2800,8097,9,Bon,Non
5676,4094,4228,2,Mauvais,Non
5677,2168,7194,8,Mauvais,Non
5678,4265,3958,5,Mauvais,Non
5679,4256,13537,4,Mauvais,Non
5680,2128,14727,9,Bon,Non
5681,3161,11823,10,Bon,Non
5682,4777,13966,10,Bon,Non
5683,4685,18920,4,Mauvais,Non
5684,4934,2531,9,Bon,Oui
5685,1542,15845,4,Bon,Non
5686,2936,6410,2,Mauvais,Non
5687,3914,10169,1,Mauvais,Non
5688,2675,12285,4,Mauvais,Non
5689,1747,6285,6,Mauvais,Non
5690,3482,18852,3,Bon,Non
5691,2020,12904,5,Bon,Non
5692,4185,16778,2,Mauvais,Non
5693,2476,5456,1,Mauvais,Non
5694,1803,17659,4,Mauvais,Non
5695,1918,19797,6,Mauvais,Non
5696,1888,11917,5,Mauvais,Non
5697,1977,13054,3,Mauvais,Non
5698,4304,9598,7,Mauvais,Non
5699,2697,5604,10,Mauvais,Non
5700,2578,16910,1,Bon,Non
5701,3072,16232,8,Bon,Non
5702,4597,15119,4,Mauvais,Non
5703,2137,16786,6,Bon,Non
5704,4007,16669,1,Mauvais,Non
5705,3876,5187,5,Mauvais,Non
5706,2769,7593,1,Bon,Non
5707,3825,10225,10,Mauvais,Non
5708,2453,12348,4,Mauvais,Non
5709,2046,8912,6,Bon,Non
5710,3141,18071,6,Mauvais,Non
5711,2550,9302,1,Bon,Non
5712,2414,11329,2,Bon,Non
5713,3491,17390,8,Mauvais,Non
5714,2355,8813,7,Bon,Non
5715,4409,14933,6,Mauvais,Non
5716,3258,5178,2,Mauvais,Non
5717,3396,13893,10,Mauvais,Non
5718,4308,8548,10,Bon,Oui
5719,2698,6537,2,Bon,Non
5720,3243,10041,4,Mauvais,Non
5721,2916,14932,7,Mauvais,Non
5722,4436,14191,5,Mauvais,Non
5723,1653,10061,3,Bon,Non
5724,2447,15380,6,Mauvais,Non
5725,4800,11629,8,Bon,Non
5726,2815,15430,9,Bon,Non
5727,1804,4783,9,Mauvais,Non
5728,3567,12638,6,Bon,Non
5729,2229,3321,1,Mauvais,Non
5730,3658,6320,7,Bon,Oui
5731,4821,3381,2,Bon,Oui
5732,4088,17910,1,Bon,Non
5733,4606,6910,10,Mauvais,Non
5734,1726,17915,8,Mauvais,Non
5735,2201,3496,5,Bon,Oui
5736,3562,9533,9,Bon,Non
5737,4866,5847,6,Mauvais,Non
5738,2656,6227,3,Mauvais,Non
5739,3128,8284,5,Mauvais,Non
5740,4812,8130,10,Mauvais,Non
5741,1583,12802,6,Bon,Non
5742,4459,13601,1,Mauvais,Non
5743,3871,19163,3,Bon,Non
5744,2591,9011,8,Bon,Non
5745,2717,11138,2,Mauvais,Non
5746,1886,9656,9,Bon,Non
5747,3780,14011,10,Bon,Non
5748,2001,16528,3,Bon,Non
5749,3539,11481,1,Mauvais,Non
5750,3204,17995,3,Bon,Non
5751,2028,15936,3,Mauvais,Non
5752,2618,17567,4,Bon,Non
5753,2242,15947,1,Mauvais,Non
5754,4829,5313,7,Bon,Oui
5755,3139,3158,2,Bon,Oui
5756,4096,2657,10,Mauvais,Non
5757,4775,12092,8,Mauvais,Non
5758,3128,7745,8,Bon,Non
5759,2523,2941,9,Mauvais,Non
5760,3771,2090,7,Mauvais,Non
5761,2331,17462,3,Mauvais,Non
5762,4030,4758,2,Mauvais,Non
5763,4636,4399,4,Bon,Oui
5764,3148,7127,5,Bon,Non
5765,4669,14179,5,Bon,Non
5766,4140,19322,9,Bon,Non
5767,4552,12136,10,Bon,Non
5768,4322,9796,7,Bon,Non
5769,4266,9195,7,Mauvais,Non
5770,3557,2043,3,Mauvais,Non
5771,3255,15633,5,Mauvais,Non
5772,1880,3954,6,Mauvais,Non
5773,3063,11172,4,Bon,Non
5774,3394,16620,7,Mauvais,Non
5775,2125,17247,8,Mauvais,Non
5776,4999,16446,5,Mauvais,Non
5777,4895,12455,5,Mauvais,Non
5778,2529,10517,6,Bon,Non
5779,4339,9998,6,Bon,Non
5780,2539,10250,4,Bon,Non
5781,4439,10831,8,Mauvais,Non
5782,3477,7653,9,Mauvais,Non
5783,3970,10845,1,Mauvais,Non
5784,3566,17338,5,Mauvais,Non
5785,4295,15730,1,Mauvais,Non
5786,3786,15719,10,Mauvais,Non
5787,4231,6057,9,Bon,Oui
5788,1653,4162,4,Bon,Non
5789,4718,9805,5,Mauvais,Non
5790,3246,16794,2,Mauvais,Non
5791,2940,17374,8,Bon,Non
5792,4370,14661,1,Bon,Non
5793,3577,12597,4,Mauvais,Non
5794,4929,16678,6,Mauvais,Non
5795,2767,19565,2,Mauvais,Non
5796,2106,4852,4,Bon,Non
5797,3915,13143,9,Bon,Non
5798,2749,14103,7,Mauvais,Non
5799,4834,13023,6,Mauvais,Non
5800,2759,18733,9,Bon,Non
5801,2682,19600,7,Bon,Non
5802,2455,14196,5,Bon,Non
5803,4996,19726,5,Mauvais,Non
5804,4461,5126,5,Bon,Oui
5805,4367,11325,5,Mauvais,Non
5806,3391,15786,4,Bon,Non
5807,4438,19258,1,Mauvais,Non
5808,2268,2524,10,Bon,Oui
5809,4172,18655,3,Mauvais,Non
5810,3526,6140,1,Mauvais,Non
5811,2193,4798,5,Bon,Non
5812,2422,12817,1,Mauvais,Non
5813,4845,9666,1,Bon,Oui
5814,3373,4821,7,Mauvais,Non
5815,2388,3879,6,Bon,Oui
5816,4122,8884,2,Bon,Non
5817,4840,15707,9,Mauvais,Non
5818,3874,9561,8,Mauvais,Non
5819,3338,7552,7,Bon,Non
5820,1746,18271,7,Mauvais,Non
5821,4458,6185,2,Bon,Oui
5822,3836,10823,1,Bon,Non
5823,3150,3244,2,Mauvais,Non
5824,2175,8324,6,Bon,Non
5825,4493,18715,4,Bon,Non
5826,1638,19945,5,Mauvais,Non
5827,2490,14377,9,Bon,Non
5828,3839,17623,6,Mauvais,Non
5829,1531,6591,6,Bon,Non
5830,4845,16081,4,Bon,Non
5831,3802,11262,7,Mauvais,Non
5832,3321,8223,5,Mauvais,Non
5833,2553,10427,7,Bon,Non
5834,1676,11235,5,Bon,Non
5835,3835,6849,3,Mauvais,Non
5836,4863,2482,5,Bon,Oui
5837,3484,6916,4,Mauvais,Non
5838,3576,17010,5,Mauvais,Non
5839,4428,13105,7,Bon,Non
5840,4884,15773,9,Bon,Non
5841,2330,2789,5,Mauvais,Non
5842,3093,5281,10,Bon,Oui
5843,3759,9226,2,Mauvais,Non
5844,4655,13225,7,Mauvais,Non
5845,4981,5054,7,Mauvais,Non
5846,2175,7885,2,Bon,Non
5847,1858,14221,10,Mauvais,Non
5848,2941,9485,5,Bon,Non
5849,4387,9742,5,Mauvais,Non
5850,2219,2651,4,Bon,Oui
5851,4101,6862,6,Mauvais,Non
5852,3364,8660,8,Mauvais,Non
5853,3845,15867,10,Mauvais,Non
5854,4028,8269,1,Mauvais,Non
5855,4258,19581,10,Mauvais,Non
5856,1769,10777,8,Bon,Non
5857,3682,9749,2,Mauvais,Non
5858,2085,7003,2,Bon,Non
5859,1652,8388,7,Mauvais,Non
5860,1611,8841,10,Mauvais,Non
5861,2840,14673,10,Mauvais,Non
5862,2064,5750,7,Mauvais,Non
5863,2780,3428,7,Mauvais,Non
5864,3786,13768,4,Mauvais,Non
5865,3029,18192,8,Mauvais,Non
5866,4862,2655,7,Bon,Oui
5867,4096,12907,6,Mauvais,Non
5868,4355,9714,1,Bon,Non
5869,3318,5588,8,Bon,Oui
5870,4936,12570,8,Bon,Non
5871,2365,5254,7,Bon,Non
5872,3577,14751,5,Mauvais,Non
5873,1908,13125,3,Bon,Non
5874,3566,2008,1,Mauvais,Non
5875,1538,6458,6,Mauvais,Non
5876,4793,12896,4,Mauvais,Non
5877,4659,12618,7,Bon,Non
5878,4809,11706,1,Mauvais,Non
5879,1599,9116,4,Bon,Non
5880,2693,16506,2,Bon,Non
5881,2767,18437,6,Mauvais,Non
5882,4600,14423,8,Mauvais,Non
5883,2299,11630,1,Mauvais,Non
5884,3059,11023,4,Mauvais,Non
5885,4342,18286,9,Bon,Non
5886,4367,19595,3,Bon,Non
5887,3015,6091,8,Mauvais,Non
5888,3995,8613,4,Mauvais,Non
5889,4379,9481,7,Mauvais,Non
5890,2004,17185,9,Bon,Non
5891,2827,2833,6,Mauvais,Non
5892,4928,8699,2,Bon,Oui
5893,4055,10314,6,Bon,Non
5894,4629,15079,6,Mauvais,Non
5895,4495,12622,4,Mauvais,Non
5896,3466,19301,8,Bon,Non
5897,3250,19988,10,Mauvais,Non
5898,3990,4828,9,Bon,Oui
5899,3268,8838,8,Mauvais,Non
5900,3425,10181,1,Bon,Non
5901,1824,7104,1,Bon,Non
5902,3799,6641,8,Bon,Oui
5903,2170,7273,1,Mauvais,Non
5904,4062,10355,10,Bon,Non
5905,1524,13084,9,Mauvais,Non
5906,2663,3472,4,Bon,Oui
5907,1851,4911,4,Bon,Non
5908,3951,8932,3,Mauvais,Non
5909,3558,12744,7,Mauvais,Non
5910,2141,18927,4,Bon,Non
5911,3147,14672,10,Mauvais,Non
5912,2734,15924,7,Bon,Non
5913,3376,10006,2,Mauvais,Non
5914,3830,9450,7,Mauvais,Non
5915,4753,16685,1,Bon,Non
5916,4084,8516,2,Mauvais,Non
5917,2517,5066,9,Bon,Non
5918,3761,14342,1,Mauvais,Non
5919,4479,8830,1,Bon,Oui
5920,3239,18171,10,Mauvais,Non
5921,3494,15828,5,Mauvais,Non
5922,4193,5634,8,Bon,Oui
5923,2425,8553,6,Bon,Non
5924,3675,5383,6,Mauvais,Non
5925,3673,8376,8,Mauvais,Non
5926,1911,3973,5,Mauvais,Non
5927,4912,17701,9,Bon,Non
5928,3949,17779,8,Mauvais,Non
5929,2010,9422,2,Bon,Non
5930,2416,5417,5,Bon,Non
5931,3581,3104,9,Bon,Oui
5932,3627,18774,4,Bon,Non
5933,1726,4616,7,Bon,Non
5934,2152,18317,9,Mauvais,Non
5935,2380,16510,4,Bon,Non
5936,2031,12194,3,Bon,Non
5937,4091,9059,5,Bon,Non
5938,2162,13222,2,Bon,Non
5939,4202,19873,10,Mauvais,Non
5940,3997,5239,9,Bon,Oui
5941,4284,19157,10,Bon,Non
5942,4835,13370,1,Mauvais,Non
5943,4904,19798,4,Bon,Non
5944,1723,13367,10,Mauvais,Non
5945,1915,7431,7,Bon,Non
5946,2491,15825,8,Mauvais,Non
5947,3565,2919,1,Mauvais,Non
5948,3047,10800,5,Bon,Non
5949,4006,3290,7,Mauvais,Non
5950,4226,5328,1,Bon,Oui
5951,1662,4482,8,Bon,Non
5952,4014,12580,2,Bon,Non
5953,3722,8049,8,Mauvais,Non
5954,3019,8839,10,Bon,Non
5955,2066,4211,2,Bon,Non
5956,3792,19098,9,Mauvais,Non
5957,1914,19703,2,Bon,Non
5958,2298,10155,9,Mauvais,Non
5959,2291,19436,8,Bon,Non
5960,4032,6147,4,Mauvais,Non
5961,3517,17059,9,Bon,Non
5962,2154,12169,2,Mauvais,Non
5963,4169,2161,9,Bon,Oui
5964,2293,10929,5,Bon,Non
5965,2888,9007,1,Bon,Non
5966,2742,3243,3,Bon,Oui
5967,2279,17737,9,Bon,Non
5968,3242,15225,7,Mauvais,Non
5969,3277,15607,3,Mauvais,Non
5970,2684,19693,10,Mauvais,Non
5971,4677,2820,9,Mauvais,Non
5972,4889,17989,6,Mauvais,Non
5973,2350,19754,2,Bon,Non
5974,2963,16051,10,Bon,Non
5975,3378,9648,5,Mauvais,Non
5976,1632,7062,1,Mauvais,Non
5977,2222,10918,7,Mauvais,Non
5978,2314,14077,7,Bon,Non
5979,3889,14563,6,Bon,Non
5980,4183,5509,9,Bon,Oui
5981,2566,2478,7,Bon,Oui
5982,4696,8156,10,Bon,Oui
5983,2544,16315,4,Bon,Non
5984,2515,5438,1,Bon,Non
5985,2202,7637,6,Bon,Non
5986,3938,8207,3,Bon,Non
5987,4577,13197,1,Mauvais,Non
5988,2943,19423,7,Mauvais,Non
5989,4058,8089,2,Mauvais,Non
5990,2186,9837,5,Mauvais,Non
5991,1903,8849,5,Mauvais,Non
5992,2219,12456,5,Mauvais,Non
5993,3684,9339,7,Bon,Non
5994,2389,19419,5,Bon,Non
5995,1536,13247,8,Mauvais,Non
5996,1832,10595,10,Mauvais,Non
5997,4585,2626,2,Mauvais,Non
5998,4436,15195,1,Bon,Non
5999,3131,2446,9,Bon,Oui
6000,3304,6699,4,Bon,Non
6001,3526,14092,10,Mauvais,Non
6002,2073,5647,1,Mauvais,Non
6003,4719,10829,9,Bon,Non
6004,4702,3907,10,Mauvais,Non
6005,4496,2882,3,Mauvais,Non
6006,2715,15229,9,Bon,Non
6007,3178,5139,8,Bon,Oui
6008,3549,16621,9,Mauvais,Non
6009,3513,5138,5,Mauvais,Non
6010,4583,3781,1,Mauvais,Non
6011,2744,12877,5,Mauvais,Non
6012,2319,3784,9,Bon,Oui
6013,2895,2702,4,Mauvais,Non
6014,4445,17475,2,Bon,Non
6015,2368,15223,7,Mauvais,Non
6016,1523,8814,7,Bon,Non
6017,3510,8253,3,Bon,Non
6018,2277,12718,6,Bon,Non
6019,3997,3928,3,Bon,Oui
6020,1878,10254,9,Mauvais,Non
6021,2969,13533,1,Bon,Non
6022,4971,15288,3,Bon,Non
6023,2916,15609,7,Bon,Non
6024,1582,9358,8,Bon,Non
6025,3683,12584,2,Bon,Non
6026,3317,18860,6,Mauvais,Non
6027,2725,11106,3,Mauvais,Non
6028,2428,13772,10,Bon,Non
6029,3916,8086,6,Bon,Non
6030,1968,19258,10,Mauvais,Non
6031,3377,15256,7,Bon,Non
6032,3678,15957,4,Bon,Non
6033,4729,19691,9,Mauvais,Non
6034,2311,10660,10,Mauvais,Non
6035,3673,6206,6,Mauvais,Non
6036,1510,19741,1,Mauvais,Non
6037,1524,4344,6,Mauvais,Non
6038,3856,12149,4,Mauvais,Non
6039,1774,6783,5,Mauvais,Non
6040,3537,8241,5,Bon,Non
6041,3194,5999,9,Mauvais,Non
6042,4580,14946,6,Mauvais,Non
6043,4957,9524,7,Bon,Oui
6044,2679,5320,1,Mauvais,Non
6045,2527,7161,1,Mauvais,Non
6046,3069,12762,7,Mauvais,Non
6047,1888,12265,7,Bon,Non
6048,4620,18581,8,Mauvais,Non
6049,4885,14560,4,Bon,Non
6050,4581,15903,1,Bon,Non
6051,2009,17134,10,Bon,Non
6052,4594,19018,5,Bon,Non
6053,3727,9071,8,Bon,Non
6054,1665,4524,7,Mauvais,Non
6055,3258,6413,7,Mauvais,Non
6056,1657,13797,6,Bon,Non
6057,3735,17644,4,Bon,Non
6058,3283,13399,4,Bon,Non
6059,2095,3415,10,Mauvais,Non
6060,1669,8588,1,Bon,Non
6061,4550,9497,7,Bon,Non
6062,4549,6781,2,Mauvais,Non
6063,2906,15148,7,Mauvais,Non
6064,4103,7183,1,Bon,Oui
6065,2444,8604,7,Mauvais,Non
6066,3230,7050,7,Bon,Non
6067,2329,5212,9,Mauvais,Non
6068,4699,10215,1,Mauvais,Non
6069,3758,2069,9,Bon,Oui
6070,3741,5884,4,Bon,Oui
6071,3797,18788,4,Bon,Non
6072,2107,6400,3,Mauvais,Non
6073,2502,10725,2,Mauvais,Non
6074,4260,11632,8,Bon,Non
6075,3609,6875,2,Mauvais,Non
6076,3763,2489,4,Bon,Oui
6077,2960,5996,2,Bon,Non
6078,3140,19024,2,Bon,Non
6079,2631,13965,4,Mauvais,Non
6080,4604,6056,10,Bon,Oui
6081,4104,5978,6,Mauvais,Non
6082,3182,11835,5,Bon,Non
6083,4654,11684,3,Mauvais,Non
6084,3751,19276,5,Mauvais,Non
6085,3810,16995,10,Bon,Non
6086,4800,11573,5,Mauvais,Non
6087,3723,6628,5,Bon,Oui
6088,2740,13945,7,Mauvais,Non
6089,2783,5276,1,Mauvais,Non
6090,2099,16840,5,Bon,Non
6091,2827,7257,1,Bon,Non
6092,2678,8431,10,Mauvais,Non
6093,4448,10243,10,Bon,Non
6094,2292,7052,2,Bon,Non
6095,2060,5227,9,Bon,Non
6096,2293,3479,6,Bon,Oui
6097,3496,11345,9,Bon,Non
6098,3215,5199,3,Bon,Oui
6099,3620,3817,7,Mauvais,Non
6100,4098,10045,2,Bon,Non
6101,4499,19935,3,Bon,Non
6102,3881,4918,10,Mauvais,Non
6103,1655,10111,2,Bon,Non
6104,1892,10105,5,Bon,Non
6105,2426,9155,8,Bon,Non
6106,2399,2274,3,Mauvais,Non
6107,2710,17896,5,Mauvais,Non
6108,2170,16977,6,Mauvais,Non
6109,4792,16482,5,Mauvais,Non
6110,3953,10076,2,Mauvais,Non
6111,2651,14332,6,Bon,Non
6112,3283,3731,3,Bon,Oui
6113,3613,9058,4,Bon,Non
6114,4945,14107,6,Mauvais,Non
6115,2247,11058,8,Mauvais,Non
6116,2916,19683,2,Mauvais,Non
6117,3701,17669,6,Bon,Non
6118,2591,2115,7,Mauvais,Non
6119,4701,15638,2,Bon,Non
6120,1780,18680,7,Mauvais,Non
6121,3778,17325,6,Mauvais,Non
6122,1828,11799,1,Mauvais,Non
6123,1753,7393,9,Mauvais,Non
6124,3166,7718,3,Mauvais,Non
6125,2748,8968,5,Bon,Non
6126,2355,9678,7,Mauvais,Non
6127,4624,4681,4,Bon,Oui
6128,4724,13480,2,Bon,Non
6129,2285,7715,10,Bon,Non
6130,3710,13935,3,Bon,Non
6131,2492,14786,7,Bon,Non
6132,2674,19921,7,Bon,Non
6133,2069,9113,1,Bon,Non
6134,2915,7951,10,Mauvais,Non
6135,2964,14165,6,Mauvais,Non
6136,4286,9894,4,Mauvais,Non
6137,1608,11164,6,Mauvais,Non
6138,4439,17077,2,Bon,Non
6139,2448,3414,7,Bon,Oui
6140,4122,6512,3,Mauvais,Non
6141,3904,15698,8,Bon,Non
6142,2178,17587,2,Bon,Non
6143,3459,9912,6,Bon,Non
6144,2181,19845,9,Mauvais,Non
6145,3660,9336,6,Bon,Non
6146,4257,3355,4,Mauvais,Non
6147,1751,10726,8,Bon,Non
6148,4004,14416,8,Mauvais,Non
6149,4940,7059,10,Mauvais,Non
6150,2232,8525,2,Bon,Non
6151,2441,8334,3,Mauvais,Non
6152,2557,11909,5,Bon,Non
6153,2560,2510,3,Mauvais,Non
6154,3642,4388,10,Bon,Oui
6155,3617,14423,6,Bon,Non
6156,4056,18620,4,Bon,Non
6157,4865,8162,4,Bon,Oui
6158,4611,6601,4,Mauvais,Non
6159,2688,6941,9,Mauvais,Non
6160,2380,4675,5,Mauvais,Non
6161,1912,4132,1,Mauvais,Non
6162,1719,9538,7,Mauvais,Non
6163,3554,8796,4,Mauvais,Non
6164,1573,7938,9,Bon,Non
6165,3114,3171,9,Bon,Oui
6166,4267,10849,9,Bon,Non
6167,2700,9948,1,Mauvais,Non
6168,3189,16517,3,Bon,Non
6169,2067,3331,6,Bon,Oui
6170,3179,8647,7,Bon,Non
6171,1738,5187,4,Mauvais,Non
6172,3198,11808,6,Mauvais,Non
6173,4881,18993,9,Bon,Non
6174,3419,10172,8,Mauvais,Non
6175,3465,2780,4,Mauvais,Non
6176,4120,14812,4,Bon,Non
6177,3355,15640,7,Bon,Non
6178,4937,13025,10,Bon,Non
6179,2143,8928,7,Bon,Non
6180,2801,6490,6,Bon,Non
6181,4213,6669,7,Mauvais,Non
6182,1916,10003,1,Mauvais,Non
6183,2427,18221,10,Mauvais,Non
6184,1664,10528,6,Bon,Non
6185,4313,15289,7,Bon,Non
6186,3295,19648,8,Bon,Non
6187,1879,19466,8,Mauvais,Non
6188,1823,2089,2,Bon,Oui
6189,1681,2692,1,Bon,Oui
6190,1960,3086,10,Bon,Oui
6191,3831,12948,8,Mauvais,Non
6192,2094,9348,1,Bon,Non
6193,2001,12517,9,Bon,Non
6194,4245,7713,10,Bon,Oui
6195,4725,8810,8,Bon,Oui
6196,3480,8604,1,Mauvais,Non
6197,1811,8623,7,Mauvais,Non
6198,1530,8670,7,Mauvais,Non
6199,2051,11575,1,Bon,Non
6200,3107,8377,2,Mauvais,Non
6201,3847,13116,5,Bon,Non
6202,1989,5992,4,Bon,Non
6203,3102,2378,2,Mauvais,Non
6204,4163,15048,3,Bon,Non
6205,3027,15300,1,Mauvais,Non
6206,4788,18287,6,Bon,Non
6207,2247,14042,7,Mauvais,Non
